ул. Аустрина, д. 150, Пенза
ул. Чаадаева, д. 101А, Пенза
ул. Ново-Тамбовская, д. 22, Пенза
ул. Бийская, д. 2, Пенза
ул. Кижеватова, д. 37, Пенза
ул. Воровского, д. 29, Пенза
ул. Чаадаева, д. 103, Пенза
ул. Пожарского, д. 7, Пенза
ул. Комсомольская, д. 31, Пенза
ул. Красная, д. 5А, Пенза
ул. Бийская, д. 3, Пенза
ул. Чаадаева, д. 103А, Пенза
ул. Ново-Тамбовская, д. 24, Пенза
ул. Путевая, д. 10, Пенза
ул. Кижеватова, д. 4, Пенза
ул. Пожарского, д. 9, Пенза
ул. Комсомольская, д. 38, Пенза
ул. Чаадаева, д. 105, Пенза
ул. Бийская, д. 4, Пенза
ул. Ново-Тамбовская, д. 26, Пенза
ул. Порядок 1-й, д. 12 (кв.1), Пенза
ул. Кижеватова, д. 5, Пенза
ул. Комсомольская, д. 15, Пенза
ул. Чаадаева, д. 107, Пенза
ул. Путевая, д. 15, Пенза
ул. Ново-Тамбовская, д. 28, Пенза
ул. Чаадаева, д. 111, Пенза
ул. Бийская, д. 4а, Пенза
ул. Кижеватова, д. 6, Пенза
ул. Чаадаева, д. 113, Пенза
ул. Кижеватова, д. 9, Пенза
ул. Ново-Тамбовская, д. 39Б/109, Пенза
проезд. Красные Кирпичики 1-й, д. 1, Пенза
ул. Бийская, д. 5, Пенза
ул. Окружная, д. 51, Пенза
ул. Красная, д. 1, Пенза
ул. Чаадаева, д. 89, Пенза
проезд. Красные Кирпичики 1-й, д. 11, Пенза
ул. Бийская, д. 6, Пенза
проезд. Красные Кирпичики 1-й, д. 3, Пенза
ул. Чаадаева, д. 91, Пенза
проезд. Красные Кирпичики 1-й, д. 7, Пенза
ул. Чаадаева, д. 91А, Пенза
ул. Бийская, д. 7, Пенза
ул. Свободы, д. 20, Пенза
ул. Комсомольская, д. 28, Пенза
ул. Сердобская, д. 2, Пенза
ул. Бийская, д. 8, Пенза
проезд. Красные Кирпичики 1-й, д. 9, Пенза
ул. Лесозащитная, д. 15, Пенза
ул. Бийская, д. 9, Пенза
ул. Чаадаева, д. 99, Пенза
ул. Лесозащитная, д. 16 (кв.2), Пенза
ул. Черепановых, д. 14А, Пенза
ул. Лесозащитная, д. 18 кв.2, 4, 6, 7, Пенза
ул. Черепановых, д. 3, Пенза
ул. Воровского, д. 48, Пенза
ул. Черепановых, д. 5, Пенза
ул. Богданова, д. 54, Пенза
ул. Черепановых, д. 6, Пенза
ул. Богданова, д. 50, Пенза
ул. Черепановых, д. 7, Пенза
ул. Крупской, д. 18, Пенза
ул. Черепановых, д. 8, Пенза
ул. Черепановых, д. 9, Пенза
ул. Лесозащитная, д. 19 кв.1, 2, Пенза
ул. Черепановых, д. 1, Пенза
ул. Лесозащитная, д. 22, Пенза
ул. Окружная, д. 115, Пенза
городок. Военный 2-й, д. 8, Пенза
ул. Маршала Крылова, д. 3а, Пенза
ул. Крупской, д. 22, Пенза
ул. Окружная, д. 117, Пенза
ул. Маршала Крылова, д. 15, Пенза
городок. Военный 2-й, д. 9, Пенза
проезд. Свердлова М., д. 6, Пенза
ул. Куйбышева, д. 21, Пенза
ул. Окружная, д. 117а, Пенза
ул. Куйбышева, д. 45А, Пенза
ул. Куйбышева, д. 11, Пенза
пл. Куйбышева, д. 3, Пенза
ул. Крупской, д. 23, Пенза
ул. Богданова, д. 33В, Пенза
ул. Краснова, д. 32, Пенза
ул. Лесозащитная, д. 22Б кв.3, 5, Пенза
ул. Краснова, д. 30, Пенза
ул. Окружная, д. 119, Пенза
ул. Краснова, д. 29А, Пенза
ул. Краснова, д. 27Б, Пенза
ул. Краснова, д. 27, Пенза
ул. Лесозащитная, д. 22Б кв.1, 2, 4, Пенза
ул. Окружная, д. 21, Пенза
ул. Леонова, д. 9, Пенза
ул. Окружная, д. 23, Пенза
ул. Крупской, д. 24, Пенза
ул. Окружная, д. 25, Пенза
пр-кт. Строителей, д. 1, Пенза
ул. Крупской, д. 25, Пенза
ул. Леонова, д. 34, Пенза
ул. Окружная, д. 27, Пенза
ул. Воровского, д. 24, Пенза
ул. Леонова, д. 1, Пенза
проезд. Окружной 1-й, д. 1, Пенза
ул. Крупской, д. 27, Пенза
пр-кт. Строителей, д. 14, Пенза
ул. Леонова, д. 24, Пенза
проезд. Окружной 1-й, д. 10, Пенза
ул. Саранская, д. 41А, Пенза
ул. Крупской, д. 29, Пенза
ул. Богданова, д. 33Б, Пенза
ул. Лодочная, д. 16, Пенза
проезд. Окружной 1-й, д. 2, Пенза
ул. Литейная, д. 12, Пенза
ул. Лодочная, д. 19, Пенза
проезд. Окружной 1-й, д. 3, Пенза
ул. Крупской, д. 31, Пенза
ул. Литейная, д. 14, Пенза
пр-кт. Строителей, д. 17, Пенза
проезд. Окружной 1-й, д. 5, Пенза
ул. Саранская, д. 1, Пенза
проезд. Лодочный, д. 1, Пенза
пр-кт. Строителей, д. 21, Пенза
проезд. Окружной 1-й, д. 6, Пенза
проезд. Лодочный, д. 2, Пенза
проезд. Окружной 1-й, д. 8, Пенза
пр-кт. Строителей, д. 28, Пенза
проезд. Лодочный, д. 3, Пенза
проезд. Окружной 2-й, д. 11, Пенза
ул. Литейная, д. 16, Пенза
пр-кт. Строителей, д. 3, Пенза
проезд. Лодочный, д. 4, Пенза
проезд. Окружной 2-й, д. 5, Пенза
ул. Крупской, д. 4, Пенза
ул. Литейная, д. 10, Пенза
проезд. Лодочный, д. 5, Пенза
проезд. Окружной 2-й, д. 7, Пенза
пр-кт. Строителей, д. 30, Пенза
проезд. Лодочный, д. 6, Пенза
пр-кт. Победы, д. 80, Пенза
ул. Крупской, д. 21, Пенза
проезд. Лодочный, д. 8, Пенза
пр-кт. Строителей, д. 32, Пенза
ул. Гагарина, д. 16В, Пенза
проезд. Лодочный, д. 9, Пенза
ул. Кулибина, д. 10, Пенза
пр-кт. Победы, д. 82, Пенза
ул. Железнодорожная, д. 1, Пенза
ул. Орловская, д. 4, Пенза
пр-кт. Строителей, д. 34, Пенза
пр-кт. Победы, д. 84, Пенза
ул. Орловская, д. 7, Пенза
ул. Локомотивная, д. 13А, Пенза
ул. Кулибина, д. 10а, Пенза
ул. Германа Титова, д. 10, Пенза
пр-кт. Победы, д. 86, Пенза
пр-кт. Строителей, д. 36, Пенза
ул. Орловская, д. 2, Пенза
ул. Кулибина, д. 11, Пенза
ул. Германа Титова, д. 12, Пенза
ул. Мебельная, д. 1, Пенза
ул. Железнодорожная, д. 2, Пенза
ул. Калинина, д. 97, Пенза
проезд. Орловский 4-й, д. 14, Пенза
пр-кт. Победы, д. 86А, Пенза
пр-кт. Строителей, д. 38, Пенза
ул. Орловская, д. 3, Пенза
ул. Германа Титова, д. 14, Пенза
ул. Железнодорожная, д. 3, Пенза
ул. Придорожная, д. 25А, Пенза
ул. Орловская, д. 5, Пенза
пр-кт. Строителей, д. 40, Пенза
проезд. Орловский 4-й, д. 15, Пенза
проезд. Орловский 3-й, д. 1, Пенза
проезд. Орловский 4-й, д. 16, Пенза
ул. Придорожная, д. 58, Пенза
пр-кт. Строителей, д. 42, Пенза
ул. Саранская, д. 5, Пенза
ул. Железнодорожная, д. 4, Пенза
ул. Кулибина, д. 13, Пенза
ул. Германа Титова, д. 15А, Пенза
проезд. Орловский 4-й, д. 3, Пенза
проезд. Орловский 3-й, д. 10, Пенза
пр-кт. Строителей, д. 44, Пенза
ул. Саранская, д. 7, Пенза
ул. Германа Титова, д. 16, Пенза
проезд. Орловский 3-й, д. 11, Пенза
ул. Ударная, д. 10, Пенза
пр-кт. Строителей, д. 48, Пенза
проезд. Орловский 4-й, д. 5, Пенза
проезд. Орловский 3-й, д. 2, Пенза
проезд. Орловский 4-й, д. 6, Пенза
пр-кт. Строителей, д. 8, Пенза
ул. Германа Титова, д. 20, Пенза
проезд. Орловский 3-й, д. 4, Пенза
проезд. Орловский 4-й, д. 7, Пенза
ул. Чехова, д. 16, Пенза
проезд. Орловский 3-й, д. 7, Пенза
ул. Чехова, д. 76Б, Пенза
ул. Германа Титова, д. 24, Пенза
ул. Чехова, д. 76А, Пенза
ул. Ударная, д. 16, Пенза
пр-кт. Победы, д. 15, Пенза
проезд. Орловский 4-й, д. 9, Пенза
ул. Чехова, д. 64, Пенза
ул. Чехова, д. 62, Пенза
ул. Кулибина, д. 15, Пенза
ул. Чехова, д. 46, Пенза
проезд. Орловский 3-й, д. 8, Пенза
ул. Урицкого, д. 135, Пенза
ул. Германа Титова, д. 4, Пенза
ул. Российская, д. 31, Пенза
ул. Тепличная, д. 10, Пенза
проезд. Орловский 3-й, д. 9, Пенза
ул. Северная, д. 20, Пенза
ул. Российская, д. 41, Пенза
ул. Кулибина, д. 3, Пенза
ул. Ударная, д. 20, Пенза
проезд. Орловский 3-й, д. 12, Пенза
проезд. Орловский 4-й, д. 1, Пенза
ул. Германа Титова, д. 6, Пенза
ул. Российская, д. 45, Пенза
ул. Кулибина, д. 4, Пенза
ул. Северная, д. 22, Пенза
ул. Ударная, д. 21, Пенза
ул. Силикатная, д. 10, Пенза
ул. Германа Титова, д. 8, Пенза
проезд. Орловский 4-й, д. 12, Пенза
ул. Силикатная, д. 12, Пенза
ул. Ударная, д. 23, Пенза
ул. Кулибина, д. 6, Пенза
ул. Северная, д. 24, Пенза
пр-кт. Победы, д. 17, Пенза
ул. Докучаева, д. 13, Пенза
ул. Силикатная, д. 14, Пенза
ул. Ударная, д. 26, Пенза
ул. Тепличная, д. 11, Пенза
ул. Кулибина, д. 7, Пенза
пр-кт. Победы, д. 19, Пенза
ул. Северная, д. 26, Пенза
ул. Силикатная, д. 4, Пенза
ул. Докучаева, д. 15, Пенза
ул. Кулибина, д. 8, Пенза
ул. Силикатная, д. 6, Пенза
пр-кт. Победы, д. 21, Пенза
ул. Докучаева, д. 16, Пенза
ул. Силикатная, д. 8, Пенза
ул. Докучаева, д. 17, Пенза
ул. Фурманова, д. 13, Пенза
ул. Тепличная, д. 12, Пенза
ул. Суворова, д. 141, Пенза
ул. Фурманова, д. 15, Пенза
ул. Фурманова, д. 17, Пенза
ул. Докучаева, д. 18, Пенза
ул. Фурманова, д. 19, Пенза
ул. Тепличная, д. 14, Пенза
ул. Суворова, д. 44, Пенза
ул. Докучаева, д. 3, Пенза
ул. Военный городок, д. 107, Пенза
ул. Фурманова, д. 1а, Пенза
ул. Военный городок, д. 104, Пенза
ул. Докучаева, д. 4, Пенза
ул. Тепличная, д. 15, Пенза
ул. Суворова, д. 46, Пенза
ул. Военный городок, д. 9, Пенза
ул. Докучаева, д. 5, Пенза
ул. Военный городок, д. 105, Пенза
ул. Фурманова, д. 3, Пенза
ул. Ново-Тамбовская, д. 20, Пенза
ул. Ударная, д. 30, Пенза
ул. Тепличная, д. 16, Пенза
ул. Фурманова, д. 7, Пенза
ул. Ударная, д. 32, Пенза
ул. Военный городок, д. 106, Пенза
ул. Военный городок, д. 103, Пенза
ул. Докучаева, д. 6, Пенза
ул. Ударная, д. 34, Пенза
ул. Ново-Тамбовская, д. 20 лит.Б, Пенза
ул. Тепличная, д. 17, Пенза
ул. Ударная, д. 35, Пенза
ул. Докучаева, д. 7, Пенза
ул. Ударная, д. 37, Пенза
ул. Старо-Черкасская, д. 9, Пенза
ул. Суворова, д. 129, Пенза
ул. Тепличная, д. 8, Пенза
ул. Докучаева, д. 8, Пенза
ул. Ударная, д. 39, Пенза
ул. Докучаева, д. 11, Пенза
ул. Ударная, д. 4, Пенза
ул. Докучаева, д. 14, Пенза
ул. Суворова, д. 117, Пенза
ул. Суворова, д. 121, Пенза
ул. Ударная, д. 41, Пенза
ул. Ударная, д. 42, Пенза
ул. Ударная, д. 43, Пенза
пер. Буровой, д. 22А, Пенза
ул. Луначарского, д. 36, Пенза
ул. Бекешская, д. 10, Пенза
ул. Бекешская, д. 12, Пенза
ул. Карпинского, д. 16, Пенза
ул. Ударная, д. 2, Пенза
ул. Мотоциклетная, д. 55а, Пенза
ул. Луначарского, д. 38а, Пенза
ул. Луначарского, д. 4, Пенза
ул. Луначарского, д. 40, Пенза
ул. Пугачева, д. 39а, Пенза
ул. Чкалова, д. 15, Пенза
ул. Средняя, д. 28А, Пенза
д. г Пенза ул Карпинского д.44а
ул. Фрунзе, д. 15, Пенза
ул. Фрунзе, д. 18, Пенза
ул. Фрунзе, д. 23, Пенза
ул. Леонова, д. 15, Пенза
ул. Луначарского, д. 42, Пенза
ул. Луначарского, д. 6, Пенза
ул. Леонова, д. 19, Пенза
ул. Леонова, д. 20, Пенза
ул. Леонова, д. 23, Пенза
ул. Дзержинского, д. 17, Пенза
ул. Леонова, д. 25, Пенза
ул. Дзержинского, д. 19, Пенза
ул. Дзержинского, д. 21, Пенза
ул. Леонова, д. 26, Пенза
ул. Луначарского, д. 8, Пенза
ул. Леонова, д. 28, Пенза
ул. Дзержинского, д. 23а, Пенза
ул. Долгорукова, д. 1б, Пенза
ул. Луначарского, д. 28, Пенза
ул. Фрунзе, д. 25, Пенза
ул. Привокзальная, д. 10А, Пенза
ул. Леонова, д. 30, Пенза
проезд. Макаренко 1-й, д. 1, Пенза
ул. Клары Цеткин, д. 15, Пенза
проезд. Макаренко 1-й, д. 1а, Пенза
ул. Леонова, д. 32, Пенза
ул. Ленина, д. 24, Пенза
ул. Клары Цеткин, д. 17, Пенза
ул. Урицкого, д. 5а, Пенза
ул. Локомотивная, д. 21, Пенза
ул. Пойменная, д. 16, Пенза
ул. Привокзальная, д. 12, Пенза
ул. Фрунзе, д. 26, Пенза
ул. Привокзальная, д. 14, Пенза
ул. Клары Цеткин, д. 23, Пенза
ул. Пойменная, д. 22, Пенза
ул. Фрунзе, д. 28, Пенза
ул. Клары Цеткин, д. 23а, Пенза
ул. Клары Цеткин, д. 25, Пенза
ул. Привокзальная, д. 2, Пенза
ул. Привокзальная, д. 26, Пенза
ул. Фрунзе, д. 30, Пенза
ул. Привокзальная, д. 4, Пенза
ул. Фрунзе, д. 36, Пенза
ул. Клары Цеткин, д. 29, Пенза
ул. Привокзальная, д. 6, Пенза
ул. Фрунзе, д. 37, Пенза
ул. Привокзальная, д. 22А, Пенза
ул. Клары Цеткин, д. 31, Пенза
ул. Привокзальная, д. 6а, Пенза
ул. Привокзальная, д. 24А, Пенза
ул. Ломоносова, д. 4, Пенза
ул. Фрунзе, д. 38, Пенза
ул. Луначарского, д. 32, Пенза
ул. Фрунзе, д. 40, Пенза
ул. Урицкого, д. 74, Пенза
ул. Луначарского, д. 30, Пенза
ул. Луначарского, д. 34, Пенза
ул. Луначарского, д. 34А, Пенза
ул. Ленина, д. 22, Пенза
ул. Ленина, д. 15, Пенза
ул. Циолковского, д. 11, Пенза
ул. Ленина, д. 11, Пенза
ул. Циолковского, д. 12, Пенза
ул. Ленина, д. 43, Пенза
ул. Циолковского, д. 15, Пенза
ул. Ленина, д. 45, Пенза
ул. Циолковского, д. 16, Пенза
ул. Ленина, д. 45А, Пенза
ул. Циолковского, д. 18, Пенза
ул. Ленина, д. 47, Пенза
ул. Циолковского, д. 20, Пенза
ул. Леонова, д. 13, Пенза
ул. Циолковского, д. 21, Пенза
ул. Пушкина, д. 7, Пенза
ул. Пушкина, д. 11, Пенза
ул. Пушкина, д. 15, Пенза
ул. Попова, д. 30, Пенза
ул. Тепличная, д. 35, Пенза
ул. Долгорукова, д. 78, Пенза
ул. Долгорукова, д. 80, Пенза
ул. Долгорукова, д. 82, Пенза
ул. Долгорукова, д. 84, Пенза
ул. Долгорукова, д. 86, Пенза
ул. Долгорукова, д. 88, Пенза
ул. Долгорукова, д. 90, Пенза
ул. Набережная реки Мойки, д. 41 В, Пенза
ул. Набережная реки Мойки, д. 39, Пенза
ул. Чкалова, д. 40, Пенза
ул. Калинина, д. 121, Пенза
ул. Антонова, д. 47, Пенза
ул. Антонова, д. 54, Пенза
ул. Терновского, д. 192, Пенза
пр-кт. Строителей, д. 160, Пенза
ул. Минская, д. 5, Пенза
ул. 8 Марта, д. 27а, Пенза
ул. 8 Марта, д. 29, Пенза
ул. Калинина, д. 123, Пенза
ул. Ватутина, д. 6, Пенза
ул. Ватутина, д. 6А, Пенза
ул. Свердлова, д. 11, Пенза
ул. Калинина, д. 4, Пенза
ул. Карпинского, д. 33 А, Пенза
ул. Карпинского, д. 33Б, Пенза
ул. Пушкина, д. 43, Пенза
ул. Новый Кавказ, д. 8, Пенза
ул. Пушкина, д. 45, Пенза
ул. Мира, д. 25, Пенза
ул. Мира, д. 31, Пенза
ул. Минская, д. 3, Пенза
ул. Пушкина, д. 47, Пенза
ул. Ладожская, д. 55, Пенза
пр-кт. Строителей, д. 138, Пенза
пр-кт. Строителей, д. 74 А, Пенза
ул. Пушкина, д. 49, Пенза
пр-кт. Строителей, д. 67, Пенза
ул. Суворова, д. 143А, Пенза
пр-кт. Строителей, д. 12, Пенза
ул. Бородина, д. 10, Пенза
ул. Ладожская, д. 123, Пенза
ул. Пушкина, д. 51, Пенза
ул. Бакунина, д. 137, Пенза
ул. Ладожская, д. 139, Пенза
ул. Красная, д. 19/55, Пенза
ул. Лядова, д. 10, Пенза
ул. Чаадаева, д. 107А, Пенза
ул. Калинина, д. 91, Пенза
ул. Рахманинова, д. 20, Пенза
ул. Минская, д. 8, Пенза
пр-кт. Строителей, д. 84, Пенза
ул. Минская, д. 9, Пенза
ул. Карпинского, д. 7, Пенза
ул. Коммунистическая, д. 11, Пенза
ул. Коммунистическая, д. 13, Пенза
ул. Коммунистическая, д. 9, Пенза
ул. Московская, д. 13А, Пенза
ул. Шмидта, д. 2, Пенза
ул. Московская, д. 67, Пенза
ул. Набережная реки Мойки, д. 41В, Пенза
ул. Максима Горького, д. 23, Пенза
ул. Терновского, д. 154А, Пенза
ул. Силикатная, д. 16, Пенза
ул. Московская, д. 5, Пенза
ул. Клары Цеткин, д. 48А, Пенза
ул. Урицкого, д. 62, Пенза
ул. Лядова, д. 38, Пенза
ул. Суворова, д. 160А, Пенза
ул. Терновского, д. 172, Пенза
ул. Рахманинова, д. 3А, Пенза
ул. Пугачева, д. 55, Пенза
ул. Клары Цеткин, д. 50, Пенза
ул. Можайского, д. 12, Пенза
ул. Ватутина, д. 4, Пенза
пр-кт. Строителей, д. 1А, Пенза
ул. Кижеватова, д. 23, Пенза
ул. Терновского, д. 158А, Пенза
ул. Коннозаводская, д. 55, Пенза
ул. Тернопольская, д. 7, Пенза
ул. Стадионная, д. 4, Пенза
ул. Антонова, д. 5, Пенза
ул. Стадионная, д. 2, Пенза
проезд. Виноградный 5-й, д. 8, Пенза
ул. Кижеватова, д. 19, Пенза
ул. Пролетарская, д. 4/35, Пенза
ул. Бекешская, д. 4, Пенза
проезд. Виноградный 2-й, д. 7, Пенза
ул. Мира, д. 13, Пенза
ул. Кирова, д. 73, Пенза
ул. Антонова, д. 31, Пенза
ул. Кижеватова, д. 27а, Пенза
ул. Кулакова, д. 2, Пенза
пр-кт. Победы, д. 75а, Пенза
ул. Пролетарская, д. 10, к. 7, 8 подъезды, Пенза
ул. Антонова, д. 15, Пенза
ул. Антонова, д. 21, Пенза
ул. Антонова, д. 25, Пенза
ул. Антонова, д. 27, Пенза
ул. Антонова, д. 29, Пенза
ул. Антонова, д. 41, Пенза
ул. Антонова, д. 43, Пенза
ул. Лядова, д. 40А, Пенза
ул. Богданова, д. 25, Пенза
ул. Терновского, д. 190, Пенза
ул. Ворошилова, д. 16, Пенза
ул. Клары Цеткин, д. 46, Пенза
ул. Медицинская, д. 7, Пенза
ул. Клары Цеткин, д. 44, Пенза
ул. Клары Цеткин, д. 54, Пенза
ул. Лядова, д. 52, Пенза
ул. Калинина, д. 76, Пенза
ул. Шмидта, д. 17, Пенза
пр-кт. Строителей, д. 91, Пенза
ул. Беляева, д. 2, Пенза
пр-кт. Строителей, д. 144, Пенза
ул. Рахманинова, д. 14, Пенза
пр-кт. Строителей, д. 146, Пенза
пр-кт. Строителей, д. 15, Пенза
ул. Лядова, д. 46, Пенза
проезд. Виноградный 5-й, д. 16, Пенза
ул. Пушанина, д. 46, Пенза
пр-кт. Строителей, д. 3А, Пенза
ул. Бородина, д. 4, Пенза
проезд. Виноградный 5-й, д. 6, Пенза
ул. Лозицкой, д. 1, Пенза
ул. Ухтомского, д. 59, Пенза
ул. Ладожская, д. 109, Пенза
ул. Собинова, д. 14, Пенза
ул. Кижеватова, д. 10, Пенза
ул. Коммунистическая, д. 41, к. А, Пенза
ул. Онежская, д. 21, Пенза
тер. ПЕНЗА-5 ПАИИ, д. 138, Пенза
ул. Пушанина, д. 2, Пенза
ул. Пушанина, д. 54, Пенза
тер. ПЕНЗА-5 ПАИИ, д. 165, Пенза
тер. ПЕНЗА-5 ПАИИ, д. 148, Пенза
тер. ПЕНЗА-5 ПАИИ, д. 190, Пенза
ул. Антонова, д. 18, Пенза
ул. Антонова, д. 20, Пенза
ул. Измайлова, д. 79, Пенза
ул. Нейтральная, д. 118, Пенза
ул. Нейтральная, д. 121, Пенза
ул. Нейтральная, д. 122, Пенза
ул. Нейтральная, д. 123, Пенза
ул. Нейтральная, д. 124, Пенза
ул. Нейтральная, д. 125, Пенза
ул. Нейтральная, д. 126, Пенза
ул. Нейтральная, д. 127, Пенза
ул. Ворошилова, д. 11, Пенза
ул. Ворошилова, д. 13, Пенза
ул. Терновского, д. 148, Пенза
ул. Терновского, д. 158, к. В, Пенза
ул. Ворошилова, д. 25, Пенза
ул. Ворошилова, д. 27, Пенза
ул. Суворова, д. 151, Пенза
ул. Долгорукова, д. 92, Пенза
ул. Ленина, д. 19, Пенза
ул. Бородина, д. 27, Пенза
ул. Кижеватова, д. 26, Пенза
ул. Попова, д. 58,, Пенза
пр-кт. Строителей, д. 68А, Пенза
пр-кт. Строителей, д. 64, Пенза
ул. Ладожская, д. 51а, Пенза
ул. Куйбышева, д. 18А, Пенза
ул. Краснова, д. 40, Пенза
ул. Лядова, д. 64, Пенза
ул. Вадинская, д. 6А, Пенза
ул. Вадинская, д. 7А, Пенза
ул. Вадинская, д. 9, Пенза
ул. Вадинская, д. 11А, Пенза
ул. Терешковой, д. 6, Пенза
ул. Терешковой, д. 10А, Пенза
ул. Терешковой, д. 10Б, Пенза
ул. Терешковой, д. 15, Пенза
ул. Терешковой, д. 17, Пенза
проезд. Терновского 4-й, д. 1, Пенза
проезд. Терновского 4-й, д. 5, Пенза
проезд. Терновского 4-й, д. 9, Пенза
проезд. Терновского 4-й, д. 11, Пенза
проезд. Терновского 4-й, д. 15, Пенза
ул. Терновского, д. 160, Пенза
ул. Терновского, д. 166, Пенза
ул. Терновского, д. 170, Пенза
ул. Терновского, д. 174, Пенза
ул. Терновского, д. 176, Пенза
ул. Терновского, д. 180, Пенза
ул. Терновского, д. 182, Пенза
ул. Терновского, д. 186, Пенза
ул. Челябинская, д. 1А, Пенза
ул. Вяземского, д. 37, Пенза
проезд. Лобачевского 1-й, д. 5, Пенза
ул. Максима Горького, д. 54, Пенза
ул. Сумская, д. 32, Пенза
ул. Космодемьянской, д. 5, Пенза
ул. Московская, д. 30А, Пенза
ул. Терновского, д. 162, Пенза
ул. Кижеватова, д. 21, Пенза
ул. Ивановская, д. 143, Пенза
ул. Терновского, д. 162А, Пенза
ул. Минская, д. 13, Пенза
ул. Ладожская, д. 154, Пенза
ул. Ладожская, д. 158, Пенза
ул. Ладожская, д. 162, Пенза
ул. 65-летия Победы, д. 1, Пенза
ул. 65-летия Победы, д. 3, Пенза
ул. 65-летия Победы, д. 9, Пенза
ул. Красная, д. 74, Пенза
ул. Лядова, д. 24, к. А, Пенза
ул. Маршала Крылова, д. 13, Пенза
ул. Ладожская, д. 121, Пенза
пр-кт. Строителей, д. 83, Пенза
пр-кт. Строителей, д. 97, Пенза
ул. Львовская, д. 240, Пенза
ул. Антонова, д. 4а, Пенза
ул. Ладожская, д. 148, Пенза
ул. Антонова, д. 23а, Пенза
ул. Антонова, д. 23"А", Пенза
ул. Рахманинова, д. 4Б, Пенза
ул. Рахманинова, д. 4В, Пенза
ул. Клары Цеткин, д. 31а, Пенза
ул. Ворошилова, д. 18, Пенза
ул. Ново-Казанская, д. 2а, Пенза
ул. Минская, д. 11, Пенза
ул. Ворошилова, д. 14, Пенза
ул. Терновского, д. 156А, Пенза
городок. Военный, д. 149, к. 149, Пенза
пр-кт. Строителей, д. 93, Пенза
ул. Российская, д. 47, Пенза
ул. Ладожская, д. 133А, Пенза
ул. Леонова, д. 18, Пенза
ул. Бородина, д. 12А, Пенза
ул. Суворова, д. 170, Пенза
ул. Суворова, д. 142, Пенза
ул. Суворова, д. 152, Пенза
ул. Суворова, д. 154, Пенза
ул. Суворова, д. 164, Пенза
ул. Суворова, д. 162, Пенза
ул. Суворова, д. 168, Пенза
ул. Суворова, д. 170а, Пенза
ул. Суворова, д. 172, Пенза
ул. Суворова, д. 174, Пенза
ул. Ворошилова, д. 1, Пенза
ул. Ворошилова, д. 3, Пенза
ул. Ворошилова, д. 5, Пенза
ул. Ворошилова, д. 6, Пенза
ул. Ворошилова, д. 8, Пенза
ул. Ворошилова, д. 10, Пенза
ул. Ворошилова, д. 15, Пенза
ул. Ворошилова, д. 17, Пенза
ул. Ворошилова, д. 21, Пенза
ул. Ворошилова, д. 28, Пенза
ул. Ворошилова, д. 30, Пенза
ул. Ворошилова, д. 32, Пенза
ул. Коммунистическая, д. 7, Пенза
ул. Коммунистическая, д. 7А, Пенза
ул. Коммунистическая, д. 29, Пенза
ул. Коммунистическая, д. 35, Пенза
ул. Коммунистическая, д. 37, Пенза
ул. Коммунистическая, д. 39, Пенза
ул. Коммунистическая, д. 41, Пенза
ул. Бакунина, д. 80, Пенза
ул. Тернопольская, д. 7, к. (подъезд с 3 по 8), Пенза
проезд. Можайского 3-й, д. 12, Пенза
ул. Антонова, д. 5 А, Пенза
ул. Антонова, д. 17, Пенза
ул. Антонова, д. 17 А, Пенза
ул. Антонова, д. 23, Пенза
ул. Ново-Казанская, д. 22, Пенза
ул. Спартаковская, д. 26, Пенза
ул. Антонова, д. 19б, Пенза
ул. Тамбовская, д. 35Д, Пенза
ул. Коннозаводская, д. 47, Пенза
ул. Коннозаводская, д. 49, Пенза
ул. Коннозаводская, д. 51, Пенза
ул. Тамбовская, д. 35Г, Пенза
ул. Тамбовская, д. 35, Пенза
ул. Клары Цеткин, д. 56, Пенза
ул. Клары Цеткин, д. 58, Пенза
ул. Клары Цеткин, д. 60, Пенза
ул. Клары Цеткин, д. 62, Пенза
ул. 65-летия Победы, д. 11, Пенза
ул. Куйбышева, д. 11 В, Пенза
проезд. Рахманинова 3-й, д. 3, Пенза
проезд. Рахманинова 3-й, д. 5, Пенза
ул. Ворошилова, д. 23, Пенза
ул. Тарханова, д. 10, стр. в, Пенза
ул. Зарубина, д. 21, к. а, Пенза
ул. Тернопольская, д. 18, Пенза
ул. Чапаева, д. 79, Пенза
ул. Чапаева, д. 83, Пенза
ул. Антонова, д. 22, Пенза
ул. Терновского, д. 212, Пенза
ул. Терновского, д. 214, Пенза
ул. Сухумская, д. 11, Пенза
ул. Бакунина, д. 139, Пенза
ул. Тамбовская, д. 9, стр. А, Пенза
ул. Свердлова, д. 49, Пенза
ул. Лядова, д. 48, Пенза
ул. Лядова, д. 58, Пенза
ул. Лядова, д. 60, Пенза
ул. Ладожская, д. 117А, Пенза
пр-кт. Строителей, д. 150, Пенза
пр-кт. Строителей, д. 152, Пенза
пр-кт. Строителей, д. 168, Пенза
пр-кт. Строителей, д. 152А, Пенза
пр-кт. Строителей, д. 166В, Пенза
ул. Антонова, д. 45, Пенза
ул. Минская, д. 19, Пенза
ул. Ивановская, д. 152, Пенза
ул. Бакунина, д. 80А, Пенза
ул. Пацаева, д. 9, Пенза
пр-кт. Строителей, д. 39, Пенза
ул. Московская, д. 17а, Пенза
